"Phnom Penh International Airport, Cambodia",Date,Time,Temperature (C),Dew Point (C),Humidity (%),Wind Direction,Wind Speed (km/h),Wind Gust (km/h),"Pressure (Inch, Hg)",Precipitation (Inch),Condition
"Phnom Penh International Airport, Cambodia",6/6/2019,9:00,31.11,26.11,75,VAR,1.61,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2019,9:30,31.11,25.00,70,VAR,1.61,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2019,10:00,31.11,25.00,70,VAR,4.83,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2019,10:30,31.11,25.00,70,VAR,1.61,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2019,11:00,31.11,25.00,70,W,9.66,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2019,11:30,32.22,25.00,66,WSW,8.05,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2019,12:00,32.78,23.89,59,VAR,8.05,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2019,12:30,32.78,23.89,59,VAR,4.83,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2019,13:00,32.22,23.89,62,VAR,11.27,38.62,29.7,0,T-Storm
"Phnom Penh International Airport, Cambodia",6/6/2019,13:30,31.11,25.00,70,ENE,12.87,0.00,29.7,0,T-Storm
"Phnom Penh International Airport, Cambodia",6/6/2019,14:00,32.78,25.00,63,VAR,4.83,0.00,29.67,0,T-Storm
"Phnom Penh International Airport, Cambodia",6/6/2019,14:30,31.11,25.00,70,W,8.05,0.00,29.67,0,T-Storm
"Phnom Penh International Airport, Cambodia",6/6/2019,15:00,31.11,25.00,70,NW,8.05,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2019,15:30,31.11,25.00,70,NW,9.66,0.00,29.67,0,T-Storm
"Phnom Penh International Airport, Cambodia",6/6/2019,16:00,28.89,25.00,79,VAR,12.87,0.00,29.67,0,Light Rain with Thunder
"Phnom Penh International Airport, Cambodia",6/6/2019,16:30,27.78,25.00,84,VAR,4.83,0.00,29.67,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2019,17:00,27.78,26.11,89,VAR,3.22,0.00,29.67,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2019,17:30,27.78,26.11,89,VAR,1.61,0.00,29.7,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2019,18:00,26.11,25.00,94,SSE,25.75,0.00,29.73,0,Light Rain with Thunder
"Phnom Penh International Airport, Cambodia",6/6/2019,18:30,26.11,26.11,100,SSE,14.48,0.00,29.73,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2019,19:00,25.00,25.00,100,SSE,12.87,0.00,29.73,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/6/2019,19:30,26.11,26.11,100,S,8.05,0.00,29.76,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/6/2019,20:00,26.11,26.11,100,S,4.83,0.00,29.76,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/6/2019,20:30,26.11,26.11,100,SSW,4.83,0.00,29.76,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/6/2019,21:00,26.11,26.11,100,VAR,1.61,0.00,29.76,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/6/2019,21:30,26.11,26.11,100,CALM,0.00,0.00,29.79,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/6/2019,22:00,26.11,26.11,100,VAR,1.61,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2019,22:30,26.11,26.11,100,VAR,1.61,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2019,23:00,26.11,26.11,100,VAR,3.22,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2019,23:30,26.11,26.11,100,VAR,3.22,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,0:00,26.11,16.11,54,VAR,3.22,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,0:30,26.11,26.11,100,NW,3.22,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,1:00,26.11,26.11,100,NW,3.22,0.00,29.76,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/7/2019,1:30,26.11,26.11,100,VAR,1.61,0.00,29.76,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/7/2019,2:00,26.11,26.11,100,VAR,1.61,0.00,29.73,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/7/2019,2:30,26.11,26.11,100,CALM,0.00,0.00,29.73,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,3:00,26.11,26.11,100,VAR,1.61,0.00,29.73,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,3:30,26.11,26.11,100,VAR,3.22,0.00,29.73,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,4:00,26.11,26.11,100,NNE,1.61,0.00,29.7,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,4:30,26.11,26.11,100,VAR,3.22,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,5:00,26.11,26.11,100,SE,4.83,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,5:30,26.11,26.11,100,SE,3.22,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,6:00,26.11,26.11,100,VAR,4.83,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,6:30,27.22,26.11,94,E,8.05,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,7:00,27.22,26.11,94,E,8.05,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,7:30,27.22,25.00,89,ESE,11.27,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,8:00,27.22,25.00,89,SE,11.27,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,8:30,27.78,25.00,84,ESE,12.87,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,9:00,28.89,23.89,74,ESE,11.27,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,9:30,30.00,26.11,79,SSE,12.87,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,10:00,28.89,25.00,79,SSE,14.48,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,10:30,31.11,26.11,75,SSE,14.48,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,11:00,25.00,23.89,94,S,22.53,46.67,29.79,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/7/2019,11:30,26.11,25.00,94,SSE,14.48,0.00,29.76,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,12:00,27.78,25.00,84,SSE,8.05,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,12:30,27.78,23.89,79,SSE,12.87,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,13:00,28.89,25.00,79,S,12.87,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,13:30,30.00,26.11,79,S,16.09,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,14:00,30.00,25.00,74,S,20.92,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,14:30,30.00,25.00,74,S,22.53,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,15:00,30.00,25.00,74,S,19.31,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,15:30,31.11,25.00,70,S,16.09,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,16:00,31.11,25.00,70,S,16.09,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,16:30,30.00,26.11,79,S,14.48,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,17:00,31.11,25.00,70,S,12.87,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,17:30,31.11,26.11,75,SSE,12.87,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,18:00,30.00,26.11,79,SSE,16.09,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,18:30,30.00,26.11,79,SSE,14.48,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,19:00,28.89,26.11,84,SSE,11.27,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,19:30,28.89,26.11,84,SSE,12.87,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,20:00,28.89,25.00,79,S,12.87,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,20:30,28.89,25.00,79,S,14.48,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,21:00,28.89,25.00,79,S,12.87,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,21:30,27.78,26.11,89,SSE,9.66,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,22:00,27.78,26.11,89,SSE,11.27,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,22:30,27.78,26.11,89,SSE,12.87,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,23:00,27.22,26.11,94,SSE,11.27,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2019,23:30,27.22,26.11,94,SSE,11.27,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,0:00,27.22,26.11,94,SSE,11.27,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,0:30,27.22,26.11,94,S,8.05,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,1:00,27.22,26.11,94,S,9.66,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,1:30,27.22,26.11,94,SSE,8.05,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,2:00,26.11,26.11,100,SE,4.83,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,2:30,26.11,26.11,100,SE,8.05,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,3:00,26.11,26.11,100,SE,4.83,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,3:30,26.11,26.11,100,SSE,8.05,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,4:00,26.11,26.11,100,SSE,4.83,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,4:30,26.11,26.11,100,SSE,8.05,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,5:00,26.11,26.11,100,SE,8.05,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,5:30,26.11,26.11,100,SSE,4.83,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,6:00,26.11,26.11,100,SE,4.83,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,6:30,27.22,26.11,94,SSE,11.27,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,7:00,27.78,26.11,89,SE,11.27,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,7:30,27.78,26.11,89,SSE,11.27,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,8:00,27.78,26.11,89,SSE,9.66,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,8:30,28.89,26.11,84,SSE,9.66,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,9:00,30.00,26.11,79,S,9.66,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,9:30,31.11,26.11,75,S,11.27,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,10:00,31.11,26.11,75,S,9.66,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,10:30,31.11,26.11,75,VAR,4.83,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,11:00,31.11,25.00,70,S,11.27,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,11:30,32.22,26.11,70,S,14.48,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,12:00,32.22,26.11,70,S,12.87,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,12:30,32.78,25.00,63,S,9.66,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,13:00,32.78,26.11,66,S,12.87,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,13:30,28.89,23.89,74,SW,33.80,0.00,29.7,0,Light Rain / Windy
"Phnom Penh International Airport, Cambodia",6/8/2019,14:00,27.78,25.00,84,W,8.05,0.00,29.7,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,14:30,28.89,26.11,84,VAR,4.83,0.00,29.67,0,Thunder
"Phnom Penh International Airport, Cambodia",6/8/2019,15:00,27.78,26.11,89,SSE,22.53,0.00,29.7,0,Light Rain with Thunder
"Phnom Penh International Airport, Cambodia",6/8/2019,15:30,27.22,27.22,100,SSE,14.48,0.00,29.67,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,16:00,27.22,26.11,94,SSE,16.09,0.00,29.67,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/8/2019,16:30,27.22,27.22,100,SSE,16.09,0.00,29.67,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/8/2019,17:00,27.22,26.11,94,S,16.09,0.00,29.67,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,17:30,27.22,26.11,94,S,16.09,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,18:00,27.22,27.22,100,S,11.27,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,18:30,27.22,26.11,94,SSE,12.87,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,19:00,27.22,26.11,94,S,9.66,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,19:30,27.22,26.11,94,S,11.27,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,20:00,27.22,26.11,94,S,9.66,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,20:30,27.22,26.11,94,S,8.05,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,21:00,27.22,26.11,94,S,9.66,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,21:30,27.22,26.11,94,S,12.87,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,22:00,27.22,26.11,94,S,9.66,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,22:30,27.22,26.11,94,S,9.66,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,23:00,26.11,26.11,100,S,9.66,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2019,23:30,26.11,26.11,100,S,11.27,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,0:00,26.11,26.11,100,S,9.66,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,0:30,26.11,26.11,100,S,11.27,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,1:00,26.11,26.11,100,S,8.05,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,1:30,26.11,26.11,100,SSW,8.05,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,2:00,26.11,26.11,100,SSW,8.05,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,2:30,26.11,26.11,100,SSW,4.83,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,3:00,26.11,26.11,100,SSW,8.05,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,3:30,26.11,26.11,100,S,8.05,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,4:00,26.11,26.11,100,S,8.05,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,4:30,26.11,26.11,100,SSE,4.83,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,5:00,26.11,26.11,100,SSE,4.83,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,5:30,26.11,26.11,100,SSE,3.22,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,6:00,26.11,26.11,100,VAR,3.22,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,6:30,27.22,26.11,94,SE,8.05,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,7:00,27.22,26.11,94,SE,8.05,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,7:30,27.78,26.11,89,SE,9.66,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,8:00,28.89,26.11,84,S,12.87,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,8:30,28.89,26.11,84,SSE,11.27,0.00,29.76,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,9:00,30.00,26.11,79,SSE,9.66,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,9:30,30.00,26.11,79,SSE,8.05,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,10:00,31.11,26.11,75,S,8.05,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,10:30,31.11,25.00,70,SW,12.87,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,11:00,32.22,23.89,62,WSW,9.66,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,11:30,32.22,23.89,62,W,8.05,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,12:00,32.22,25.00,66,SSW,11.27,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,12:30,32.22,25.00,66,WSW,11.27,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,13:00,32.22,27.22,75,SSE,8.05,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,13:30,32.22,26.11,70,S,9.66,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,14:00,31.11,26.11,75,VAR,3.22,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,14:30,27.78,27.22,94,SW,28.97,0.00,29.67,0,Light Rain with Thunder
"Phnom Penh International Airport, Cambodia",6/9/2019,15:00,27.78,27.22,94,WSW,19.31,0.00,29.64,0,Thunder
"Phnom Penh International Airport, Cambodia",6/9/2019,15:30,27.22,26.11,94,WSW,19.31,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,16:00,27.22,25.00,89,WSW,16.09,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,16:30,27.78,26.11,89,WSW,16.09,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,17:00,27.78,25.00,84,WSW,19.31,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,17:30,27.78,25.00,84,WSW,9.66,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,18:00,27.78,25.00,84,SW,14.48,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,18:30,27.78,25.00,84,SSW,12.87,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,19:00,27.78,25.00,84,SW,14.48,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,19:30,27.78,25.00,84,WSW,14.48,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,20:00,27.78,25.00,84,SW,12.87,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,20:30,27.78,25.00,84,WSW,11.27,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,21:00,27.78,25.00,84,WSW,11.27,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,21:30,27.78,25.00,84,W,9.66,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,22:00,27.78,25.00,84,W,8.05,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,22:30,27.78,25.00,84,VAR,3.22,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,23:00,27.22,25.00,89,VAR,3.22,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2019,23:30,27.22,25.00,89,VAR,3.22,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,0:00,27.22,25.00,89,S,9.66,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,0:30,27.22,25.00,89,VAR,4.83,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,1:00,27.22,26.11,94,SSW,4.83,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,1:30,27.22,26.11,94,SSW,9.66,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,2:00,27.22,26.11,94,SW,14.48,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,2:30,27.22,26.11,94,SW,16.09,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,3:00,27.22,26.11,94,SW,11.27,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,3:30,26.11,26.11,100,S,8.05,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,4:00,26.11,26.11,100,SSW,9.66,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,4:30,26.11,26.11,100,SSW,4.83,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,5:00,26.11,26.11,100,SW,3.22,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,5:30,26.11,26.11,100,SSW,8.05,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,6:00,26.11,26.11,100,SSW,9.66,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,6:30,27.22,26.11,94,S,9.66,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,7:00,27.22,26.11,94,S,8.05,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,7:30,27.78,26.11,89,S,11.27,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,8:00,28.89,26.11,84,SSW,12.87,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,8:30,30.00,25.00,74,SSW,14.48,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,9:00,30.00,26.11,79,SSW,14.48,0.00,29.73,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,9:30,31.11,26.11,75,SSW,12.87,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,10:00,31.11,25.00,70,SSW,14.48,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,10:30,32.22,25.00,66,SSW,14.48,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,11:00,32.22,25.00,66,SSW,12.87,0.00,29.7,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,11:30,32.22,25.00,66,SSW,16.09,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,12:00,32.78,23.89,59,VAR,11.27,0.00,29.67,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,12:30,32.78,23.89,59,SW,19.31,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,13:00,33.89,25.00,59,SW,11.27,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,13:30,33.89,25.00,59,WSW,11.27,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,14:00,33.89,23.89,56,SW,12.87,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,14:30,35.00,25.00,56,WSW,12.87,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,15:00,35.00,23.89,53,SW,16.09,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,15:30,33.89,25.00,59,SSW,19.31,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2019,16:00,35.00,25.00,56,SW,19.31,0.00,29.58,0,T-Storm
"Phnom Penh International Airport, Cambodia",6/10/2019,16:30,27.78,26.11,89,WSW,35.41,0.00,29.61,0,T-Storm / Windy
"Phnom Penh International Airport, Cambodia",6/10/2019,17:00,27.78,27.78,100,W,9.66,0.00,29.61,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/10/2019,17:30,28.89,27.22,89,W,11.27,0.00,29.61,0,Mostly Cloudy
