"Phnom Penh International Airport, Cambodia",Date,Time,Temperature (C),Dew Point (C),Humidity (%),Wind Direction,Wind Speed (km/h),Wind Gust (km/h),"Pressure (Inch, Hg)",Precipitation (Inch),Condition
"Phnom Penh International Airport, Cambodia",6/9/2020,22:00,30.00,25.00,74,SSW,8.05,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,22:30,28.89,25.00,79,SSW,9.66,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,23:00,28.89,25.00,79,VAR,4.83,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,23:30,30.00,25.00,74,SSW,9.66,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,0:00,30.00,25.00,74,SSW,8.05,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,0:30,28.89,25.00,79,S,8.05,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,1:00,28.89,25.00,79,SSW,8.05,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,1:30,28.89,25.00,79,SSW,8.05,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,2:00,27.78,25.00,84,,0.00,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,2:30,27.78,25.00,84,,0.00,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,3:00,27.78,25.00,84,,0.00,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,3:30,27.78,25.00,84,,0.00,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,4:00,27.78,25.00,84,,0.00,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,4:30,27.78,25.00,84,,0.00,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,5:00,27.78,25.00,84,,0.00,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,5:30,27.78,25.00,84,,0.00,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,6:00,27.78,25.00,84,,0.00,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,6:30,27.78,23.89,79,,0.00,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,7:00,28.89,23.89,74,VAR,4.83,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",6/10/2020,7:30,30.00,22.78,66,VAR,3.22,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",6/10/2020,8:00,30.00,23.89,70,SSW,8.05,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/10/2020,8:30,31.11,23.89,66,SSW,8.05,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/10/2020,9:00,32.22,23.89,62,WSW,9.66,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/10/2020,10:00,32.22,23.89,62,VAR,4.83,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/10/2020,10:30,32.78,23.89,59,VAR,4.83,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,11:00,32.78,23.89,59,VAR,3.22,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,11:30,35.00,26.11,59,VAR,1.61,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,12:30,35.00,23.89,53,VAR,4.83,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,13:00,35.00,23.89,53,NNW,11.27,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,13:30,30.00,25.00,74,ENE,14.48,0.00,0,0,Light Rain with Thunder
"Phnom Penh International Airport, Cambodia",6/10/2020,14:00,28.89,22.78,70,WNW,22.53,41.84,29.64,0,Heavy T-Storm
"Phnom Penh International Airport, Cambodia",6/10/2020,14:30,26.11,25.00,94,SE,20.92,0.00,29.66,0,Heavy T-Storm
"Phnom Penh International Airport, Cambodia",6/10/2020,15:00,27.22,26.11,94,SSE,11.27,0.00,29.66,0,Light Rain with Thunder
"Phnom Penh International Airport, Cambodia",6/10/2020,15:30,27.22,26.11,94,VAR,1.61,0.00,29.66,0,Light Rain with Thunder
"Phnom Penh International Airport, Cambodia",6/10/2020,16:00,26.11,23.89,89,NNW,8.05,0.00,29.66,0,Light Rain with Thunder
"Phnom Penh International Airport, Cambodia",6/10/2020,16:30,26.11,23.89,89,NW,4.83,0.00,29.69,0,Light Rain with Thunder
"Phnom Penh International Airport, Cambodia",6/10/2020,17:00,26.11,25.00,94,N,8.05,0.00,29.69,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,17:30,27.22,25.00,89,NW,4.83,0.00,29.69,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,18:30,26.11,23.89,89,VAR,4.83,0.00,29.69,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/10/2020,19:00,26.11,23.89,89,VAR,1.61,0.00,29.66,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/10/2020,19:30,26.11,23.89,89,VAR,3.22,0.00,29.66,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/10/2020,20:00,26.11,23.89,89,VAR,3.22,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,20:30,26.11,23.89,89,VAR,1.61,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,21:00,27.22,23.89,84,VAR,3.22,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,21:30,27.22,23.89,84,S,4.83,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,23:00,27.22,25.00,89,VAR,1.61,0.00,29.75,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/10/2020,23:30,27.22,25.00,89,VAR,1.61,0.00,29.75,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,0:00,27.22,25.00,89,,0.00,0.00,29.75,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,0:30,27.22,25.00,89,,0.00,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,1:00,27.22,25.00,89,,0.00,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,1:30,26.11,25.00,94,SE,1.61,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,2:00,26.11,25.00,94,ENE,1.61,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,2:30,26.11,25.00,94,NE,1.61,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,3:00,26.11,25.00,94,VAR,1.61,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,3:30,26.11,25.00,94,NNW,1.61,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,4:00,26.11,25.00,94,CALM,0.00,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,4:30,26.11,25.00,94,SW,3.22,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,5:00,26.11,25.00,94,W,1.61,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,5:30,26.11,25.00,94,S,4.83,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,6:00,26.11,25.00,94,SSW,4.83,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,6:30,26.11,25.00,94,S,1.61,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,7:00,27.22,26.11,94,VAR,3.22,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,7:30,27.22,25.00,89,VAR,3.22,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,8:00,27.22,25.00,89,SSE,8.05,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,8:30,27.78,25.00,84,S,8.05,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,9:00,30.00,25.00,74,VAR,1.61,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,9:30,30.00,25.00,74,S,8.05,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,10:00,30.00,25.00,74,VAR,3.22,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,10:30,31.11,23.89,66,VAR,1.61,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,11:00,32.22,22.78,59,VAR,1.61,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,11:30,32.78,22.78,55,VAR,1.61,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,12:00,32.78,22.22,52,VAR,4.83,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,12:30,32.78,22.22,52,VAR,3.22,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,13:00,32.78,25.00,63,E,8.05,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,13:30,33.89,23.89,56,ESE,8.05,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,14:00,32.78,25.00,63,ESE,9.66,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,14:03,32.78,23.89,59,VAR,4.83,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,14:30,32.78,23.89,59,VAR,4.83,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,15:00,32.78,23.89,59,VAR,4.83,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,15:30,32.78,23.89,59,VAR,4.83,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,16:00,32.78,23.89,59,VAR,4.83,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,16:30,33.89,23.89,56,VAR,4.83,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,17:00,33.89,23.89,56,VAR,4.83,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,17:30,32.78,22.78,55,VAR,4.83,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,18:00,30.00,22.78,66,W,22.53,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,18:30,27.78,23.89,79,WSW,16.09,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,19:00,27.78,22.78,74,WSW,12.87,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,19:30,27.78,22.78,74,SSW,11.27,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,20:00,27.22,22.78,79,S,9.66,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,20:30,27.22,23.89,84,S,9.66,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,21:00,27.22,23.89,84,S,11.27,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,21:30,27.22,23.89,84,S,9.66,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,22:00,27.22,23.89,84,S,9.66,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,22:30,27.22,23.89,84,S,8.05,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,23:00,27.22,23.89,84,S,8.05,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/11/2020,23:30,27.22,25.00,89,S,3.22,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,0:00,27.22,25.00,89,S,3.22,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,0:30,27.22,25.00,89,VAR,1.61,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,1:00,27.22,25.00,89,VAR,3.22,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,1:30,27.22,25.00,89,VAR,3.22,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,2:00,27.22,25.00,89,CALM,0.00,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,2:30,27.22,25.00,89,CALM,0.00,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,3:00,27.22,25.00,89,VAR,1.61,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,3:30,27.22,25.00,89,VAR,1.61,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,4:00,27.22,25.00,89,CALM,0.00,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,4:30,27.22,25.00,89,CALM,0.00,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,5:00,27.22,25.00,89,CALM,0.00,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,5:30,27.22,25.00,89,CALM,0.00,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,6:00,27.22,25.00,89,CALM,0.00,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,7:00,27.78,25.00,84,VAR,1.61,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,7:30,28.89,23.89,74,VAR,4.83,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,8:00,30.00,23.89,70,VAR,4.83,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,8:30,30.00,22.78,66,VAR,3.22,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,9:00,31.11,22.78,62,VAR,3.22,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,9:30,32.22,22.78,59,VAR,4.83,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,10:00,32.78,22.22,52,W,9.66,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,10:30,32.78,22.22,52,W,8.05,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,11:00,32.78,22.78,55,ENE,1.61,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,11:30,33.89,22.22,49,VAR,3.22,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,12:00,35.00,23.89,53,VAR,4.83,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,12:30,33.89,22.22,49,VAR,8.05,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,13:00,35.00,23.89,53,VAR,4.83,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,13:30,35.00,22.22,47,NNW,8.05,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,14:00,35.00,22.22,47,VAR,4.83,0.00,29.55,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,14:30,35.00,21.11,44,VAR,3.22,0.00,29.55,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,15:00,36.11,21.11,41,VAR,3.22,0.00,29.52,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,15:30,35.00,22.78,49,W,9.66,0.00,29.52,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,16:00,33.89,22.78,52,W,9.66,0.00,29.52,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,16:30,28.89,25.00,79,SW,38.62,0.00,29.52,0,T-Storm / Windy
"Phnom Penh International Airport, Cambodia",6/12/2020,17:00,27.78,25.00,84,S,24.14,0.00,29.52,0,Light Rain with Thunder
"Phnom Penh International Airport, Cambodia",6/12/2020,17:30,28.89,26.11,84,SSW,12.87,0.00,29.55,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/12/2020,18:00,30.00,25.00,74,WSW,11.27,0.00,29.55,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,18:30,30.00,23.89,70,WSW,12.87,0.00,29.55,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,19:00,30.00,25.00,74,WSW,12.87,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,19:30,28.89,25.00,79,SW,14.48,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,20:00,30.00,25.00,74,SW,11.27,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,20:30,28.89,23.89,74,WSW,14.48,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,21:00,28.89,22.78,70,WSW,11.27,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,21:30,28.89,22.78,70,WSW,9.66,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,22:00,28.89,22.78,70,WSW,9.66,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,22:30,28.89,22.78,70,WSW,8.05,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,23:00,28.89,22.78,70,WSW,9.66,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/12/2020,23:30,28.89,22.78,70,WSW,9.66,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,0:00,28.89,22.78,70,SW,9.66,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,0:30,28.89,22.78,70,WSW,8.05,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,1:00,28.89,23.89,74,WSW,9.66,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,1:30,28.89,23.89,74,WSW,8.05,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,2:00,27.78,23.89,79,SW,8.05,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,2:30,27.78,23.89,79,SW,8.05,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,3:00,27.78,23.89,79,SSW,8.05,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,3:30,27.78,23.89,79,VAR,4.83,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,4:00,27.22,23.89,84,SSW,4.83,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,4:30,27.22,23.89,84,SSW,4.83,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,5:00,27.22,23.89,84,VAR,4.83,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,5:30,27.78,23.89,79,VAR,3.22,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,6:00,27.22,25.00,89,S,8.05,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,6:30,27.78,23.89,79,S,8.05,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,7:00,27.78,25.00,84,VAR,3.22,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,7:30,28.89,25.00,79,W,8.05,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,8:00,30.00,25.00,74,W,9.66,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,8:30,31.11,25.00,70,SW,9.66,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,9:00,31.11,23.89,66,VAR,4.83,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,9:30,32.22,25.00,66,W,8.05,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,10:00,32.78,25.00,63,VAR,3.22,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,10:30,32.78,22.78,55,WNW,9.66,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,11:00,33.89,23.89,56,SW,8.05,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,11:30,35.00,22.78,49,VAR,4.83,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,12:00,35.00,22.78,49,N,8.05,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,12:30,36.11,22.22,44,NNW,8.05,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,13:00,36.11,22.22,44,NNW,9.66,0.00,29.55,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,13:30,36.11,22.78,47,NNW,11.27,0.00,29.52,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,14:00,36.11,22.78,47,NW,9.66,0.00,29.52,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,14:30,31.11,25.00,70,SW,16.09,37.01,29.55,0,T-Storm
"Phnom Penh International Airport, Cambodia",6/13/2020,15:00,28.89,23.89,74,SSW,27.36,0.00,29.55,0,T-Storm
"Phnom Penh International Airport, Cambodia",6/13/2020,15:30,27.22,25.00,89,SSW,20.92,0.00,29.55,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,16:00,27.78,25.00,84,SW,19.31,0.00,29.55,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,16:30,30.00,23.89,70,W,9.66,0.00,29.55,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,17:00,27.78,25.00,84,W,9.66,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,17:30,27.78,25.00,84,VAR,4.83,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,18:00,27.78,25.00,84,VAR,3.22,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,18:30,27.78,25.00,84,SE,4.83,0.00,29.64,0,Light Rain with Thunder
"Phnom Penh International Airport, Cambodia",6/13/2020,19:00,27.78,25.00,84,ESE,4.83,0.00,29.64,0,Light Rain with Thunder
"Phnom Penh International Airport, Cambodia",6/13/2020,19:30,27.22,25.00,89,ESE,11.27,0.00,29.64,0,Light Rain with Thunder
"Phnom Penh International Airport, Cambodia",6/13/2020,20:30,27.22,26.11,94,SE,9.66,0.00,29.66,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/13/2020,21:00,27.22,26.11,94,SE,4.83,0.00,29.66,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/13/2020,21:30,27.22,26.11,94,SSE,11.27,0.00,29.66,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/13/2020,22:00,26.11,25.00,94,SSE,9.66,0.00,29.66,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/13/2020,22:30,26.11,25.00,94,S,11.27,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,23:00,26.11,25.00,94,SE,9.66,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/13/2020,23:30,27.22,25.00,89,SE,8.05,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2020,0:00,27.22,25.00,89,SSE,8.05,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2020,0:30,25.00,25.00,100,S,11.27,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2020,1:30,25.00,26.11,0,S,11.27,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2020,2:00,26.11,26.11,100,S,11.27,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/14/2020,2:30,26.11,26.11,100,S,11.27,0.00,29.58,0,Partly Cloudy
